"N_gen","Herit_African","Sex_ratio_African","N_mut_African","N_sub_African","Theta_African","Het_African","Herit_European","Sex_ratio_European","N_mut_European","N_sub_European","Theta_European","Het_European","Herit_Asian","Sex_ratio_Asian","N_mut_Asian","N_sub_Asian","Theta_Asian","Het_Asian","mr","ms"
105100,1.68813e-05,0.50912,62,4,0.00571405,0.0031104,3.93683e-05,0.502888,76,6,0.00647492,0.00253705,1.01665e-05,0.502604,125,5,0.010381,0.00168762,4,125
105100,4.51752e-05,0.527981,61,14,0.00562188,0.00359289,3.43974e-05,0.529919,86,14,0.00732689,0.00192764,4.11718e-05,0.52182,85,14,0.00705905,0.00233915,4,125
105100,1.59364e-05,0.508429,51,13,0.00470026,0.00343154,7.38035e-06,0.514469,78,13,0.00664531,0.00139257,6.99654e-06,0.513966,104,13,0.00863695,0.00289324,4,125
105100,0.00010408,0.512643,57,6,0.00525324,0.00458139,0.000112452,0.518794,68,8,0.00579335,0.00333905,3.46708e-05,0.511404,95,8,0.00788953,0.00305412,4,125
105100,1.5816e-05,0.496615,53,10,0.00488459,0.0020724,1.03048e-05,0.507697,84,10,0.00715649,0.00179866,1.49781e-05,0.501029,91,10,0.00755734,0.000986225,4,125
105100,0.00013081,0.516581,50,7,0.0046081,0.00158432,0.000130152,0.516688,76,7,0.00647492,0.00163131,0.000132624,0.509682,111,7,0.00921829,0.000863785,4,125
105100,2.21332e-05,0.507185,40,6,0.00368648,0.00282963,1.16347e-05,0.508266,75,6,0.00638973,0.00179422,1.15765e-05,0.509829,89,6,0.00739124,0.00178122,4,125
105100,2.52399e-05,0.512505,61,6,0.00562188,0.00405577,1.26221e-05,0.514782,81,7,0.0069009,0.00219394,1.7192e-05,0.511551,95,6,0.00788953,0.00316503,4,125
105100,3.26758e-05,0.505804,35,5,0.00322567,0.00323814,2.73164e-05,0.509347,78,7,0.00664531,0.00221294,2.81713e-05,0.510963,98,8,0.00813867,0.00243974,4,125
105100,3.89775e-05,0.506218,58,2,0.0053454,0.00348643,4.439e-05,0.509859,69,3,0.00587855,0.00397038,4.41719e-05,0.512118,111,3,0.00921829,0.00341586,4,125
105100,1.22598e-05,0.507116,59,6,0.00543756,0.00234461,9.31418e-06,0.50966,79,7,0.00673051,0.00202958,9.00559e-06,0.50273,104,7,0.00863695,0.00176934,4,125
105100,1.13703e-05,0.498204,52,7,0.00479243,0.00214602,9.39612e-06,0.500982,75,7,0.00638973,0.00203933,1.26688e-05,0.499664,100,7,0.00830476,0.00225778,4,125
105100,2.58591e-05,0.500967,62,6,0.00571405,0.00409766,2.40442e-05,0.500868,85,6,0.00724169,0.00417492,2.26804e-05,0.499643,99,6,0.00822172,0.00421616,4,125
105100,0.000129573,0.519345,64,8,0.00589837,0.00393997,0.000125457,0.513245,81,8,0.0069009,0.00291277,9.62764e-05,0.50525,103,8,0.00855391,0.00217866,4,125
105100,7.36845e-05,0.514094,59,6,0.00543756,0.00193307,2.28452e-05,0.512335,85,7,0.00724169,0.00195455,7.3046e-05,0.518523,96,7,0.00797257,0.00158192,4,125
105100,2.39621e-05,0.515338,44,3,0.00405513,0.00208979,2.94609e-05,0.512022,85,3,0.00724169,0.00225399,2.28894e-05,0.517158,111,3,0.00921829,0.00102737,4,125
105100,5.58925e-06,0.50304,38,6,0.00350216,0.00150324,3.86873e-05,0.504538,71,6,0.00604894,0.00174452,3.36935e-05,0.501827,108,6,0.00896914,0.00165657,4,125
105100,2.69306e-05,0.513058,57,5,0.00525324,0.00454427,1.34598e-05,0.507042,91,6,0.00775287,0.00291905,6.8359e-06,0.504725,103,6,0.00855391,0.00271145,4,125
105100,5.3272e-05,0.508429,60,5,0.00552972,0.00300331,2.72521e-05,0.511509,92,6,0.00783806,0.002149,2.82829e-05,0.506006,104,6,0.00863695,0.00302175,4,125
105100,3.75747e-05,0.517549,48,9,0.00442378,0.00400127,5.78926e-05,0.524114,78,9,0.00664531,0.0028321,4.89946e-05,0.518943,96,9,0.00797257,0.00301057,4,125
105100,3.06377e-05,0.485422,66,8,0.00608269,0.00318766,3.03548e-05,0.493441,73,8,0.00621933,0.00373714,2.28447e-05,0.492944,104,8,0.00863695,0.00213417,4,125
105100,4.1461e-05,0.506978,62,7,0.00571405,0.00294413,2.36073e-05,0.504282,77,7,0.00656012,0.00254753,1.10092e-05,0.501701,93,7,0.00772343,0.00208798,4,125
105100,5.42038e-05,0.512022,50,8,0.0046081,0.00238795,4.30196e-05,0.511851,64,8,0.00545257,0.00153835,2.86249e-05,0.512895,105,8,0.00872,0.00173125,4,125
105100,2.10278e-05,0.501382,48,7,0.00442378,0.0045616,1.71641e-05,0.510286,78,8,0.00664531,0.00378419,1.82418e-05,0.50252,101,9,0.00838781,0.0034976,4,125
105100,7.38107e-05,0.521418,50,8,0.0046081,0.004861,4.59851e-05,0.520672,74,9,0.00630453,0.00372566,4.36548e-05,0.514365,118,8,0.00979962,0.00353707,4,125
105100,4.63178e-05,0.501727,56,17,0.00516107,0.00289286,7.6305e-06,0.507213,95,19,0.00809365,0.000564598,2.86247e-05,0.503423,94,19,0.00780648,0.00154125,4,125
105100,2.38652e-05,0.500829,50,5,0.0046081,0.00253313,3.46381e-05,0.500128,77,5,0.00656012,0.00195862,3.09133e-05,0.498782,93,5,0.00772343,0.00200404,4,125
105100,1.70112e-05,0.505596,49,7,0.00451594,0.00263687,1.26847e-05,0.501352,77,8,0.00656012,0.00259899,5.22044e-05,0.502646,116,8,0.00963353,0.00430179,4,125
105100,8.72418e-05,0.523559,63,10,0.00580621,0.00366032,8.08192e-05,0.520615,85,10,0.00724169,0.00311424,1.94995e-05,0.508317,84,10,0.006976,0.00226057,4,125
105100,0.000682267,0.53413,46,7,0.00423945,0.00425242,0.000484309,0.53598,72,7,0.00613414,0.0023522,0.000502521,0.522177,93,7,0.00772343,0.00219144,4,25
105100,8.93379e-05,0.53033,49,11,0.00451594,0.00265258,4.08119e-05,0.532337,70,10,0.00596374,0.00158935,2.00503e-05,0.526987,93,10,0.00772343,0.00110112,4,25
105100,0.000201543,0.531988,59,9,0.00543756,0.00398755,0.000146927,0.527842,81,9,0.0069009,0.00272919,0.0001706,0.525958,97,9,0.00805562,0.0029742,4,25
105100,0.000242804,0.510778,65,10,0.00599053,0.00400432,7.54026e-05,0.527529,69,10,0.00587855,0.00132784,8.02735e-05,0.524047,91,10,0.00755734,0.00184224,4,25
105100,0.000139508,0.526945,49,6,0.00451594,0.00318,6.07624e-05,0.523204,66,6,0.00562296,0.00250069,2.63744e-05,0.523332,95,6,0.00788953,0.00204347,4,25
105100,0.000677346,0.529847,46,2,0.00423945,0.00606201,0.000644874,0.5277,87,4,0.00741208,0.0039897,0.000581181,0.533896,106,5,0.00880305,0.00459157,4,25
105100,0.000316824,0.516581,65,8,0.00599053,0.00493389,0.000311313,0.518936,102,9,0.00869003,0.00342852,0.000281224,0.521274,102,9,0.00847086,0.00225077,4,25
105100,0.000166036,0.524389,56,4,0.00516107,0.0029759,0.000147458,0.525537,89,4,0.00758247,0.00350071,0.000229462,0.527806,96,4,0.00797257,0.00321123,4,25
105100,0.000275386,0.537032,57,5,0.00525324,0.00431218,0.000228156,0.528212,83,6,0.0070713,0.00274939,0.000400322,0.546644,99,6,0.00822172,0.0033968,4,25
105100,0.000789049,0.520105,47,5,0.00433162,0.00384217,0.000102959,0.550178,88,6,0.00749728,0.00186663,0.000156512,0.547799,100,8,0.00830476,0.00128984,4,25
105100,0.000470844,0.525701,68,6,0.00626702,0.00519402,0.000230947,0.520757,82,7,0.0069861,0.00355422,0.000348671,0.520707,99,8,0.00822172,0.00315269,4,25
105100,0.000243401,0.526392,43,4,0.00396297,0.00432408,0.000211027,0.515294,85,4,0.00724169,0.00338913,0.000199592,0.51384,124,5,0.0102979,0.00363298,4,25
105100,0.000149767,0.517411,71,7,0.0065435,0.00377023,0.000106334,0.513615,87,8,0.00741208,0.00231951,9.04651e-05,0.512979,103,7,0.00855391,0.00263578,4,25
105100,0.000149283,0.533025,55,6,0.00506891,0.00212686,0.000176514,0.517456,81,6,0.0069009,0.00292967,0.000179371,0.516192,93,6,0.00772343,0.00207786,4,25
105100,0.000429212,0.529501,65,12,0.00599053,0.00359928,0.000132762,0.528155,76,12,0.00647492,0.00172369,0.000182118,0.522765,91,12,0.00755734,0.00214383,4,25
105100,0.000178414,0.522661,67,11,0.00617486,0.00397933,0.000111639,0.519562,75,11,0.00638973,0.00359776,0.000159092,0.530032,126,12,0.010464,0.0042836,4,25
105100,0.000670289,0.533647,40,9,0.00368648,0.00459126,0.000183253,0.527472,93,9,0.00792326,0.00328407,0.000331232,0.520119,100,9,0.00830476,0.00241666,4,25
105100,0.00013722,0.529294,63,5,0.00580621,0.00567936,7.75053e-05,0.530972,84,5,0.00715649,0.00406909,9.56802e-05,0.520917,88,5,0.00730819,0.00433498,4,25
105100,0.000279345,0.502902,58,5,0.0053454,0.00361036,0.000177018,0.525452,76,5,0.00647492,0.00323413,0.000168536,0.524488,100,5,0.00830476,0.00330204,4,25
105100,0.000391024,0.527221,58,4,0.0053454,0.00419098,4.68984e-05,0.53285,78,5,0.00664531,0.00277113,6.4508e-05,0.524299,103,5,0.00855391,0.00315102,4,25
105100,0.000113165,0.517549,60,11,0.00552972,0.00353273,0.000216712,0.526391,80,11,0.00681571,0.0032599,8.92576e-05,0.520644,103,11,0.00855391,0.00243466,4,25
105100,0.000134498,0.522385,54,10,0.00497675,0.00258487,2.11438e-05,0.51481,95,10,0.00809365,0.00101057,1.68473e-05,0.511005,103,10,0.00855391,0.00076258,4,25
105100,4.57562e-05,0.524941,56,7,0.00516107,0.00246909,1.54829e-05,0.523944,83,7,0.0070713,0.00281864,1.99825e-05,0.52224,92,7,0.00764038,0.00243166,4,25
105100,7.54183e-05,0.510363,45,5,0.00414729,0.00221797,6.3409e-05,0.521326,74,6,0.00630453,0.00218009,5.64078e-05,0.518187,106,6,0.00880305,0.00205766,4,25
105100,0.000376428,0.532057,66,9,0.00608269,0.00330167,9.42469e-05,0.527273,88,9,0.00749728,0.00226838,0.000280018,0.518334,86,9,0.0071421,0.00230031,4,25
105100,0.000285344,0.51969,50,6,0.0046081,0.00411098,0.000256284,0.523972,89,6,0.00758247,0.00358069,0.000290693,0.520056,101,6,0.00838781,0.00324042,4,25
105100,5.6852e-05,0.527083,52,9,0.00479243,0.00333014,2.96846e-05,0.520302,80,9,0.00681571,0.00110698,2.12347e-05,0.523248,78,9,0.00647772,0.00127109,4,25
105100,4.55289e-05,0.525287,64,8,0.00589837,0.00272648,3.28133e-05,0.529008,78,9,0.00664531,0.00263855,7.3755e-06,0.527239,97,10,0.00805562,0.00212675,4,25
105100,0.000157332,0.521694,46,6,0.00423945,0.00298649,8.12647e-05,0.518822,66,7,0.00562296,0.001133,8.38793e-05,0.519867,94,7,0.00780648,0.00130251,4,25
105100,4.09591e-05,0.522592,49,6,0.00451594,0.0017672,2.3841e-05,0.525566,74,6,0.00630453,0.00153416,3.98377e-05,0.530893,89,6,0.00739124,0.00152511,4,25
105100,0.000223267,0.521141,62,9,0.00571405,0.00279145,0.000111122,0.522663,85,10,0.00724169,0.00201224,5.87669e-05,0.523332,91,10,0.00755734,0.00148579,4,5
105100,0.00102642,0.522316,57,6,0.00525324,0.00303077,0.000385573,0.51683,68,6,0.00579335,0.00209626,0.000279434,0.51951,101,6,0.00838781,0.00185906,4,5
105100,0.00118377,0.523767,57,11,0.00525324,0.00247407,0.00115852,0.517798,80,11,0.00681571,0.0024058,0.000331426,0.51468,101,11,0.00838781,0.0013966,4,5
105100,0.000518025,0.527843,43,5,0.00396297,0.00270693,0.000299513,0.513131,69,7,0.00587855,0.00161059,0.000344078,0.51132,98,7,0.00813867,0.0025076,4,5
105100,0.000247019,0.519276,50,9,0.0046081,0.00306788,4.43704e-05,0.531711,81,9,0.0069009,0.00150456,3.28293e-05,0.521652,118,9,0.00979962,0.00157052,4,5
105100,0.00105806,0.527083,68,8,0.00626702,0.00737299,0.000438431,0.501039,86,9,0.00732689,0.00366232,0.000292475,0.518124,104,9,0.00863695,0.00273905,4,5
105100,0.0012875,0.529432,50,10,0.0046081,0.00328351,0.000603045,0.530659,90,11,0.00766767,0.00187563,0.000573663,0.532237,90,11,0.00747429,0.00198012,4,5
105100,0.000564908,0.525149,58,2,0.0053454,0.00375002,0.000276718,0.529065,87,4,0.00741208,0.00247348,0.000261999,0.535807,100,4,0.00830476,0.00238187,4,5
105100,0.000717042,0.525287,47,2,0.00433162,0.0031323,0.000784124,0.528326,82,2,0.0069861,0.00369713,0.000587797,0.537298,106,2,0.00880305,0.00329527,4,5
105100,0.00232021,0.540763,50,9,0.0046081,0.00396239,0.00197799,0.533988,72,10,0.00613414,0.00294562,0.000943176,0.534925,100,10,0.00830476,0.00202582,4,5
105100,0.000459018,0.522316,55,10,0.00506891,0.00363282,0.000326834,0.525167,87,11,0.00741208,0.00242669,0.000204018,0.52245,99,11,0.00822172,0.00221096,4,5
105100,0.00184613,0.522869,53,10,0.00488459,0.00364938,0.00142316,0.526049,75,10,0.00638973,0.00268604,0.00131281,0.521358,81,11,0.00672686,0.00291796,4,5
105100,0.000390394,0.525978,58,2,0.0053454,0.00377224,0.000346895,0.51996,83,2,0.0070713,0.00309818,0.000345361,0.518628,92,3,0.00764038,0.00297431,4,5
105100,0.00134516,0.521487,48,5,0.00442378,0.0034194,0.00136073,0.509404,75,5,0.00638973,0.00378697,0.000968743,0.520917,117,5,0.00971657,0.00271907,4,5
105100,0.00469491,0.521625,71,4,0.0065435,0.00622261,0.001814,0.510485,91,4,0.00775287,0.00500305,0.00164444,0.526546,105,4,0.00872,0.00404017,4,5
105100,0.000808389,0.519,53,9,0.00488459,0.00433361,0.000466763,0.532878,71,10,0.00604894,0.00177147,0.00051308,0.526483,83,10,0.00689295,0.00220434,4,5
105100,0.000579576,0.527083,59,5,0.00543756,0.00335755,0.000219063,0.515749,80,7,0.00681571,0.00172032,0.000453731,0.521904,96,6,0.00797257,0.00214116,4,5
105100,0.000666122,0.521763,60,10,0.00552972,0.0037539,0.000419719,0.524541,74,11,0.00630453,0.00201922,0.000268141,0.52999,119,11,0.00988267,0.00197988,4,5
105100,0.000909865,0.529363,57,5,0.00525324,0.00412196,0.000505461,0.509745,79,7,0.00673051,0.00226466,0.000529752,0.516759,95,6,0.00788953,0.00299359,4,5
105100,0.000832548,0.529225,46,9,0.00423945,0.00308227,0.000621851,0.527102,76,10,0.00647492,0.00195934,0.00107266,0.523522,98,9,0.00813867,0.00284622,4,5
105100,0.000437785,0.529225,70,8,0.00645134,0.00334401,0.000453493,0.525793,69,9,0.00587855,0.00219629,0.000267469,0.525685,95,9,0.00788953,0.00182135,4,5
105100,0.000957864,0.523145,47,7,0.00433162,0.00297373,0.000444799,0.537459,75,7,0.00638973,0.00183627,0.000454302,0.53587,100,7,0.00830476,0.00221471,4,5
105100,0.000196988,0.536341,49,7,0.00451594,0.00170702,0.00041226,0.536691,73,7,0.00621933,0.00196883,0.00020483,0.5386,124,7,0.0102979,0.00141868,4,5
105100,0.000669158,0.528948,64,5,0.00589837,0.00570235,0.000713889,0.533276,94,5,0.00800846,0.00543114,0.000360775,0.523669,107,6,0.0088861,0.00375952,4,5
105100,0.000499443,0.521625,62,8,0.00571405,0.00444626,0.00027858,0.527728,73,8,0.00621933,0.00273766,0.000110989,0.517116,96,8,0.00797257,0.00179959,4,5
105100,0.000341996,0.539036,62,5,0.00571405,0.00296504,0.000180569,0.529492,83,5,0.0070713,0.00253175,9.29045e-05,0.530494,100,5,0.00830476,0.00222166,4,5
105100,0.000581647,0.513403,43,3,0.00396297,0.00244527,0.000380587,0.51353,65,4,0.00553776,0.00117995,0.000233813,0.511068,103,4,0.00855391,0.00122428,4,5
105100,0.00137894,0.517687,65,4,0.00599053,0.00367318,0.000227342,0.523801,96,4,0.00817885,0.00269561,0.000133548,0.520392,105,4,0.00872,0.00301333,4,5
105100,0.000898274,0.522247,56,5,0.00516107,0.00392213,0.000434583,0.52346,82,5,0.0069861,0.00269761,0.000947687,0.506531,119,5,0.00988267,0.00344259,4,5
105100,0.000470778,0.523698,47,12,0.00433162,0.00235174,0.000495581,0.510371,67,12,0.00570815,0.00209594,0.000470801,0.50231,101,13,0.00838781,0.00121094,4,5
105100,0.00342513,0.523905,65,5,0.00599053,0.00725051,0.00289216,0.525907,82,5,0.0069861,0.00488463,0.00254347,0.524341,110,5,0.00913524,0.00518389,4,1
105100,0.0018884,0.525563,48,4,0.00442378,0.00301546,0.00132336,0.527102,77,4,0.00656012,0.0023596,0.00153617,0.531208,88,4,0.00730819,0.00241335,4,1
105100,0.00111314,0.527981,51,9,0.00470026,0.00379917,0.000675978,0.524086,87,9,0.00741208,0.00291862,0.000655803,0.528688,99,9,0.00822172,0.00330856,4,1
105100,0.00764157,0.529639,60,4,0.00552972,0.00403227,0.00715412,0.52437,87,7,0.00741208,0.00349186,0.00745131,0.525097,109,7,0.00905219,0.00372879,4,1
105100,0.00102809,0.533094,61,7,0.00562188,0.00242461,0.000752283,0.515123,67,7,0.00570815,0.00193527,0.000435128,0.521421,101,7,0.00838781,0.00140396,4,1
105100,0.00405777,0.525425,55,3,0.00506891,0.0030099,0.00399323,0.525537,102,3,0.00869003,0.00236094,0.002665,0.530494,93,3,0.00772343,0.0020273,4,1
105100,0.0013013,0.523283,44,8,0.00405513,0.00279144,0.000857252,0.524001,68,9,0.00579335,0.00206345,0.000945629,0.523648,86,8,0.0071421,0.00184416,4,1
105100,0.00353221,0.521003,60,4,0.00552972,0.00367341,0.000880759,0.514611,79,4,0.00673051,0.0023764,0.0019263,0.522492,101,4,0.00838781,0.00228244,4,1
105100,0.001804,0.521349,49,3,0.00451594,0.00161161,0.0013116,0.525537,69,3,0.00587855,0.000974582,0.00179723,0.530725,96,3,0.00797257,0.00146864,4,1
105100,0.00202186,0.527567,58,7,0.0053454,0.00337366,0.000287757,0.521241,81,7,0.0069009,0.00125142,0.00049034,0.530242,104,8,0.00863695,0.00234083,4,1
105100,0.00137816,0.516858,53,9,0.00488459,0.0035156,0.000975491,0.534016,63,13,0.00536737,0.00276296,0.000787281,0.514365,111,13,0.00921829,0.00273431,4,1
105100,0.00105378,0.525563,56,7,0.00516107,0.00345811,0.000341512,0.530716,63,8,0.00536737,0.00175936,0.000388516,0.526735,88,8,0.00730819,0.00175232,4,1
105100,0.00358539,0.526738,63,7,0.00580621,0.00419252,0.00196063,0.525708,83,7,0.0070713,0.0023343,0.00188456,0.526966,85,7,0.00705905,0.00182048,4,1
105100,0.00302151,0.523145,57,7,0.00525324,0.00256598,0.00284652,0.506729,87,7,0.00741208,0.00231232,0.00355072,0.520665,102,7,0.00847086,0.00162305,4,1
105100,0.00147851,0.524665,50,8,0.0046081,0.00231327,0.000279659,0.52181,89,8,0.00758247,0.00220514,0.000298188,0.520266,96,8,0.00797257,0.00180155,4,1
105100,0.00171639,0.514302,67,7,0.00617486,0.00445631,0.00143149,0.521241,90,8,0.00766767,0.00404338,0.00123479,0.519888,110,9,0.00913524,0.00276906,4,1
105100,0.000965594,0.527152,45,4,0.00414729,0.00259521,0.00101004,0.530573,64,4,0.00545257,0.00140944,0.00176885,0.519678,79,4,0.00656076,0.00152333,4,1
105100,0.004718,0.525563,47,6,0.00433162,0.00241155,0.00472502,0.524484,77,7,0.00656012,0.00158185,0.00583511,0.52747,96,7,0.00797257,0.0022561,4,1
105100,0.00104124,0.52653,69,4,0.00635918,0.00286476,0.000689356,0.53248,76,5,0.00647492,0.0020086,0.000707882,0.530998,94,5,0.00780648,0.00204785,4,1
105100,0.00178046,0.516789,46,13,0.00423945,0.00233813,0.00139113,0.511196,101,13,0.00860483,0.00285144,0.00113289,0.512223,94,13,0.00780648,0.00235393,4,1
105100,0.000581675,0.519898,46,4,0.00423945,0.00133572,0.000669612,0.523915,72,4,0.00613414,0.00290196,0.00129842,0.503024,106,4,0.00880305,0.00335914,4,1
105100,0.00312929,0.525632,67,6,0.00617486,0.00693455,0.00135359,0.523403,82,6,0.0069861,0.00347735,0.00130973,0.509661,102,7,0.00847086,0.00424292,4,1
105100,0.00209741,0.51976,58,3,0.0053454,0.00469987,0.000593264,0.52272,74,4,0.00630453,0.00396676,0.000977888,0.521694,103,4,0.00855391,0.00417402,4,1
105100,0.000721542,0.524596,49,3,0.00451594,0.00174852,0.000326489,0.546394,83,5,0.0070713,0.00148305,0.000191874,0.542423,90,5,0.00747429,0.000832828,4,1
105100,0.00383968,0.528741,57,2,0.00525324,0.00386803,0.00315913,0.523517,75,2,0.00638973,0.00257433,0.00329798,0.528751,96,2,0.00797257,0.00252658,4,1
105100,0.00615523,0.526738,58,7,0.0053454,0.00502282,0.00437174,0.529919,78,7,0.00664531,0.00286519,0.00429178,0.517284,98,7,0.00813867,0.00267291,4,1
105100,0.000437014,0.529156,50,2,0.0046081,0.00173795,0.000625615,0.530773,97,2,0.00826405,0.0014778,0.000600847,0.533875,103,2,0.00855391,0.00134676,4,1
105100,0.00213336,0.529985,57,5,0.00525324,0.00403563,0.0025481,0.522151,88,5,0.00749728,0.00212224,0.00184225,0.508548,110,6,0.00913524,0.00172243,4,1
105100,0.00222887,0.525356,49,11,0.00451594,0.00383273,0.00152728,0.510286,71,11,0.00604894,0.00307926,0.00113671,0.526147,78,12,0.00647772,0.0018167,4,1
105100,0.00755727,0.5114,53,8,0.00488459,0.00414669,0.00553828,0.526675,94,8,0.00800846,0.00317901,0.00654631,0.521988,105,8,0.00872,0.00396651,4,1
105100,0.00476948,0.527567,70,3,0.00645134,0.00403068,0.00294835,0.520102,74,3,0.00630453,0.00277104,0.00280614,0.518859,105,3,0.00872,0.00246487,4,2
105100,0.0246229,0.527498,49,6,0.00451594,0.00320603,0.0127496,0.525566,82,7,0.0069861,0.0032954,0.0103043,0.520392,103,7,0.00855391,0.00355623,4,2
105100,0.0209866,0.513956,54,3,0.00497675,0.00392143,0.0152104,0.528069,74,3,0.00630453,0.00187846,0.0122854,0.528352,104,3,0.00863695,0.0016782,4,2
105100,0.0138091,0.523905,57,13,0.00525324,0.00377394,0.013871,0.520245,84,13,0.00715649,0.00211519,0.00755315,0.523522,93,13,0.00772343,0.0016276,4,2
105100,0.00684147,0.5114,57,5,0.00525324,0.00329749,0.00527905,0.517115,75,5,0.00638973,0.00203313,0.00524644,0.52411,99,5,0.00822172,0.00214425,4,2
105100,0.00969994,0.516167,52,11,0.00479243,0.00352367,0.00685967,0.531114,86,11,0.00732689,0.0024231,0.007564,0.532804,90,11,0.00747429,0.0025009,4,2
105100,0.0161299,0.524803,49,6,0.00451594,0.00331786,0.0114324,0.520472,76,7,0.00647492,0.00224436,0.00906531,0.522744,89,7,0.00739124,0.00189238,4,2
105100,0.00423024,0.525356,48,4,0.00442378,0.00277622,0.00329582,0.53174,76,4,0.00647492,0.00133254,0.00122226,0.528079,102,5,0.00847086,0.00107527,4,2
105100,0.022222,0.520036,62,4,0.00571405,0.00547973,0.0192392,0.515692,83,6,0.0070713,0.00309445,0.01846,0.525496,103,7,0.00855391,0.00284383,4,2
105100,0.0104737,0.532403,56,4,0.00516107,0.00436211,0.0107399,0.530915,76,7,0.00647492,0.00315371,0.0039488,0.527407,115,7,0.00955048,0.00282646,4,2
105100,0.0161948,0.521556,57,7,0.00525324,0.00452066,0.00900594,0.525736,87,7,0.00741208,0.00354918,0.0101006,0.520056,101,7,0.00838781,0.00344227,4,2
105100,0.00842581,0.520934,47,6,0.00433162,0.00479381,0.00795778,0.528809,86,6,0.00732689,0.00353434,0.00770834,0.531439,113,7,0.00938438,0.00268161,4,2
105100,0.00875721,0.526323,42,5,0.00387081,0.00247758,0.0069265,0.520842,69,5,0.00587855,0.00136101,0.00537754,0.519405,96,6,0.00797257,0.00131527,4,2
105100,0.0075513,0.520243,66,7,0.00608269,0.00386275,0.00382815,0.532992,81,9,0.0069009,0.0023566,0.001641,0.52831,113,10,0.00938438,0.001353,4,2
105100,0.0218605,0.522938,64,9,0.00589837,0.00404203,0.0210575,0.526362,86,9,0.00732689,0.00292343,0.0202746,0.52432,120,10,0.00996572,0.00277086,4,2
105100,0.00377749,0.53565,55,7,0.00506891,0.00304068,0.0015232,0.527927,83,10,0.0070713,0.00157556,0.0012273,0.522681,104,10,0.00863695,0.00174782,4,2
105100,0.0306161,0.520312,53,12,0.00488459,0.00264359,0.0054117,0.52181,79,13,0.00673051,0.00177234,0.00548236,0.525202,88,13,0.00730819,0.00166901,4,2
105100,0.0055658,0.52197,57,4,0.00525324,0.00284289,0.00299715,0.52659,75,4,0.00638973,0.00224433,0.00185187,0.518817,86,4,0.0071421,0.00203113,4,2
105100,0.0154611,0.520312,62,7,0.00571405,0.00463063,0.0123578,0.521895,77,7,0.00656012,0.00177292,0.00620581,0.524341,94,7,0.00780648,0.00118762,4,2
105100,0.009361,0.520865,58,4,0.0053454,0.00267791,0.00632003,0.527159,74,4,0.00630453,0.00132468,0.00809219,0.526441,97,5,0.00805562,0.00132958,4,2
105100,0.0142618,0.522869,67,1,0.00617486,0.00474296,0.0140629,0.518765,85,2,0.00724169,0.00313328,0.00919104,0.525454,106,3,0.00880305,0.00351361,4,2
105100,0.00736336,0.52957,50,8,0.0046081,0.00283735,0.00773024,0.523289,76,10,0.00647492,0.00199852,0.00759861,0.520854,95,11,0.00788953,0.00161332,4,2
105100,0.00728388,0.52805,62,9,0.00571405,0.00367653,0.00422295,0.529378,77,10,0.00656012,0.00342094,0.00533681,0.510627,88,10,0.00730819,0.00321242,4,2
105100,0.00473319,0.509603,64,4,0.00589837,0.00452635,0.00174665,0.523744,70,5,0.00596374,0.0017739,0.00144828,0.521253,112,5,0.00930134,0.0018087,4,2
105100,0.0104869,0.527359,55,5,0.00506891,0.00359782,0.0108748,0.522549,93,5,0.00792326,0.00419632,0.00861615,0.51699,79,6,0.00656076,0.00269432,4,2
105100,0.0106289,0.524458,44,10,0.00405513,0.00325515,0.00702497,0.521582,114,10,0.00971238,0.00251451,0.00664669,0.521862,105,10,0.00872,0.00210135,4,2
105100,0.0182476,0.521003,46,12,0.00423945,0.00368325,0.0130068,0.528098,89,12,0.00758247,0.00320123,0.0158248,0.524992,90,12,0.00747429,0.00287639,4,2
105100,0.00846971,0.531159,56,6,0.00516107,0.00454931,0.00398929,0.528695,80,7,0.00681571,0.00338258,0.00723725,0.525832,94,7,0.00780648,0.00424484,4,2
105100,0.00288569,0.52128,55,7,0.00506891,0.00318601,0.0039766,0.51942,89,8,0.00758247,0.00207204,0.00615034,0.523543,81,8,0.00672686,0.00188144,4,2
105100,0.0133175,0.510087,52,7,0.00479243,0.00428377,0.0126333,0.530004,71,8,0.00604894,0.00386165,0.0128628,0.523879,96,8,0.00797257,0.00357287,4,2
105100,0.0424948,0.528741,64,7,0.00589837,0.00522083,0.0301745,0.525167,78,9,0.00664531,0.0029485,0.0240169,0.526441,106,9,0.00880305,0.00253878,4,4
105100,0.0312426,0.528327,54,8,0.00497675,0.00363208,0.0142777,0.517627,84,8,0.00715649,0.00228468,0.0370369,0.525727,103,8,0.00855391,0.0029278,4,4
105100,0.0345265,0.52273,57,4,0.00525324,0.00357625,0.0289272,0.522407,64,4,0.00545257,0.00130176,0.0141793,0.523353,103,4,0.00855391,0.00168426,4,4
105100,0.0258637,0.520174,59,1,0.00543756,0.00321483,0.0122837,0.526817,82,1,0.0069861,0.00127012,0.0237213,0.523059,87,1,0.00722514,0.00221444,4,4
105100,0.0136722,0.517549,48,1,0.00442378,0.00286247,0.00974111,0.523631,85,1,0.00724169,0.00182206,0.0108133,0.52308,106,1,0.00880305,0.00182956,4,4
105100,0.0432556,0.531436,49,8,0.00451594,0.00262077,0.0421776,0.519163,72,9,0.00613414,0.00132469,0.0275595,0.524509,96,9,0.00797257,0.000954561,4,4
